Probe Set ID	Gene Symbol	Gene Title	Gene ID
ENSMUSG00000021156	ZMYND11	zinc finger MYND-type containing 11	10771
ENSMUSG00000025231	SUFU	SUFU negative regulator of hedgehog signaling	51684
ENSMUSG00000004872	PAX3	paired box 3	5077
ENSMUSG00000094502	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000095442	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000015488	CACFD1	calcium channel flower domain containing 1	11094
ENSMUSG00000094505	AC245369.1		na
ENSMUSG00000037553	ZDHHC18	zinc finger DHHC-type containing 18	84243
ENSMUSG00000094652	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000042178	ARMC5	armadillo repeat containing 5	79798
ENSMUSG00000024778	FAS	Fas cell surface death receptor	355
ENSMUSG00000016409	NKAP	NFKB activating protein	79576
ENSMUSG00000018919	TM4SF5	transmembrane 4 L six family member 5	9032
ENSMUSG00000037280	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	11226
ENSMUSG00000093955	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000074922	FAM122A	family with sequence similarity 122A	116224
ENSMUSG00000024614	TMX3	thioredoxin related transmembrane protein 3	54495
ENSMUSG00000032454	RBP2	retinol binding protein 2	5948
ENSMUSG00000028393	ALAD	aminolevulinate dehydratase	210
ENSMUSG00000074871	CTSL	cathepsin L	1514
ENSMUSG00000032966	FKBP1A	FK506 binding protein 1A	2280
ENSMUSG00000000103	ZFX	zinc finger protein, X-linked	7543
ENSMUSG00000041886	MACC1	MACC1, MET transcriptional regulator	346389
ENSMUSG00000061524	ZIC2	Zic family member 2	7546
ENSMUSG00000030598	FBXO17	F-box protein 17	115290
ENSMUSG00000026425	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	647135
ENSMUSG00000036551	AKAP14	A-kinase anchoring protein 14	158798
ENSMUSG00000095416	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000094088	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000078126	RPL23A	ribosomal protein L23a	6147
ENSMUSG00000040726	HESX1	HESX homeobox 1	8820
ENSMUSG00000031385	PLXNB3	plexin B3	5365
ENSMUSG00000074268	AMY2B	amylase, alpha 2B (pancreatic)	280
ENSMUSG00000032258	LCA5	LCA5, lebercilin	167691
ENSMUSG00000025597	KLHL4	kelch like family member 4	56062
ENSMUSG00000042842	SERPINB6	serpin family B member 6	5269
ENSMUSG00000004317	CLCN5	chloride voltage-gated channel 5	1184
ENSMUSG00000029381	SHROOM3	shroom family member 3	57619
ENSMUSG00000046269	USP27X	ubiquitin specific peptidase 27, X-linked	389856
ENSMUSG00000043929	KLHL15	kelch like family member 15	80311
ENSMUSG00000039385	CDH6	cadherin 6	1004
ENSMUSG00000031378	ABCD1	ATP binding cassette subfamily D member 1	215
ENSMUSG00000021081	SERPINA2	serpin family A member 2 (gene/pseudogene)	390502
ENSMUSG00000052180	SERPINB6	serpin family B member 6	5269
ENSMUSG00000096569	AMY2B	amylase, alpha 2B (pancreatic)	280
ENSMUSG00000046402	RBP1	retinol binding protein 1	5947
ENSMUSG00000033350	CHST2	carbohydrate sulfotransferase 2	9435
ENSMUSG00000027427	POLR3F	RNA polymerase III subunit F	10621
ENSMUSG00000044037	ALS2CL	ALS2 C-terminal like	259173
ENSMUSG00000095642	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000059203	IL1RAPL2	interleukin 1 receptor accessory protein like 2	26280
ENSMUSG00000095583	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000060147	SERPINB6	serpin family B member 6	5269
ENSMUSG00000096770	AMY2B	amylase, alpha 2B (pancreatic)	280
ENSMUSG00000096410	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000014859	E2F4	E2F transcription factor 4	1874
ENSMUSG00000030350	PRMT8	protein arginine methyltransferase 8	56341
ENSMUSG00000017405	NEK8	NIMA related kinase 8	284086
ENSMUSG00000009047	KRTAP13-3	keratin associated protein 13-3	337960
ENSMUSG00000060548	TNFRSF19	TNF receptor superfamily member 19	55504
ENSMUSG00000068078	KRTAP13-3	keratin associated protein 13-3	337960
ENSMUSG00000003206	EBI3	Epstein-Barr virus induced 3	10148
ENSMUSG00000028109	HORMAD1	HORMA domain containing 1	84072
ENSMUSG00000024789	JAK2	Janus kinase 2	3717
ENSMUSG00000096499	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000058325	DOCK1	dedicator of cytokinesis 1	1793
ENSMUSG00000096355	AC245369.1		na
ENSMUSG00000027937	JTB	jumping translocation breakpoint	10899
ENSMUSG00000094689	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000026961	LRRC26	leucine rich repeat containing 26	389816
ENSMUSG00000023032	SLC4A8	solute carrier family 4 member 8	9498
ENSMUSG00000096078	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000041791	CAPZA3	capping actin protein of muscle Z-line alpha subunit 3	93661
ENSMUSG00000017778	COX7C	cytochrome c oxidase subunit 7C	na
ENSMUSG00000034243	GOLGB1	golgin B1	2804
ENSMUSG00000016984	ETAA1	ETAA1, ATR kinase activator	54465
ENSMUSG00000095554	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000016626	NLRP14	NLR family pyrin domain containing 14	338323
ENSMUSG00000032456	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	349565
ENSMUSG00000030484	LYPD5	LY6/PLAUR domain containing 5	284348
ENSMUSG00000032261	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	83699
ENSMUSG00000034681	RNPS1	RNA binding protein with serine rich domain 1	10921
ENSMUSG00000061100	RETNLB	resistin like beta	84666
ENSMUSG00000020830	VMO1	vitelline membrane outer layer 1 homolog	284013
ENSMUSG00000091204	AC110611.1		na
ENSMUSG00000040883	TMEM205	transmembrane protein 205	374882
ENSMUSG00000050224	KRTAP13-3	keratin associated protein 13-3	337960
ENSMUSG00000094940	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000028444	CNTFR	ciliary neurotrophic factor receptor	1271
ENSMUSG00000021898	ASB14	ankyrin repeat and SOCS box containing 14	142686
ENSMUSG00000027329	SPEF1	sperm flagellar 1	25876
ENSMUSG00000020308	TPGS1	tubulin polyglutamylase complex subunit 1	91978
ENSMUSG00000076665	IGHV3-49	immunoglobulin heavy variable 3-49	na
ENSMUSG00000030805	STX4	syntaxin 4	6810
ENSMUSG00000002240	PRR27	proline rich 27	401137
ENSMUSG00000063406	TMED5	transmembrane p24 trafficking protein 5	50999
ENSMUSG00000024208	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	84300
ENSMUSG00000018925	HEATR9	HEAT repeat containing 9	256957
ENSMUSG00000038963	SLCO4A1	solute carrier organic anion transporter family member 4A1	28231
ENSMUSG00000027379	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	699
ENSMUSG00000042106	FAM212A	family with sequence similarity 212 member A	389119
ENSMUSG00000020310	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	8174
ENSMUSG00000025034	TRIM8	tripartite motif containing 8	81603
ENSMUSG00000094546	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000041703	ZIC5	Zic family member 5	85416
ENSMUSG00000094198	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000035232	PDK3	pyruvate dehydrogenase kinase 3	5165
ENSMUSG00000028392	BSPRY	B-box and SPRY domain containing	54836
ENSMUSG00000029802	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429
ENSMUSG00000050089	AKAP4	A-kinase anchoring protein 4	8852
ENSMUSG00000040600	EPS8L3	EPS8 like 3	79574
ENSMUSG00000056752	DNAH9	dynein axonemal heavy chain 9	1770
ENSMUSG00000040760	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	26060
ENSMUSG00000026018	ICA1L	islet cell autoantigen 1 like	130026
ENSMUSG00000029030	TPRG1L	tumor protein p63 regulated 1 like	127262
ENSMUSG00000036931	NFKBID	NFKB inhibitor delta	84807
ENSMUSG00000021179	NRDE2	NRDE-2, necessary for RNA interference, domain containing	55051
ENSMUSG00000027568	NTSR1	neurotensin receptor 1	4923
ENSMUSG00000002279	LMF1	lipase maturation factor 1	64788
ENSMUSG00000076688	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000036136	FAM110C	family with sequence similarity 110 member C	642273
ENSMUSG00000022681	NTAN1	N-terminal asparagine amidase	123803
ENSMUSG00000096577	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000042064	MYO3B	myosin IIIB	140469
ENSMUSG00000034462	PKD2	polycystin 2, transient receptor potential cation channel	5311
ENSMUSG00000085601	BHMG1	basic helix-loop-helix and HMG-box containing 1	388553
ENSMUSG00000102364	AC245369.1		na
ENSMUSG00000032252	GLCE	glucuronic acid epimerase	26035
ENSMUSG00000005481	DDX39A	DExD-box helicase 39A	10212
ENSMUSG00000043430	PSAPL1	prosaposin-like 1 (gene/pseudogene)	768239
ENSMUSG00000042644	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	3710
ENSMUSG00000078485	KLHL17	kelch like family member 17	339451
ENSMUSG00000022701	CCDC191	coiled-coil domain containing 191	57577
ENSMUSG00000035085	C17orf50	chromosome 17 open reading frame 50	146853
ENSMUSG00000038422	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	81932
ENSMUSG00000040466	BLVRB	biliverdin reductase B	645
ENSMUSG00000097437	C19orf84	chromosome 19 open reading frame 84	147646
ENSMUSG00000029198	GRPEL1	GrpE like 1, mitochondrial	80273
ENSMUSG00000022214	DCAF11	DDB1 and CUL4 associated factor 11	80344
ENSMUSG00000064215	IFI27	interferon alpha inducible protein 27	3429
ENSMUSG00000102301	AC245369.1		na
ENSMUSG00000039068	ZZZ3	zinc finger ZZ-type containing 3	26009
ENSMUSG00000045326	FNDC7	fibronectin type III domain containing 7	163479
ENSMUSG00000021439	CTSL	cathepsin L	1514
ENSMUSG00000054708	ANKRD24	ankyrin repeat domain 24	170961
ENSMUSG00000021871	PNP	purine nucleoside phosphorylase	4860
ENSMUSG00000006241	CCDC159	coiled-coil domain containing 159	126075
ENSMUSG00000076709	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000071471	KRTAP26-1	keratin associated protein 26-1	388818
ENSMUSG00000079442	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	27090
ENSMUSG00000056728	CTSL	cathepsin L	1514
ENSMUSG00000033278	PTPRM	protein tyrosine phosphatase, receptor type M	5797
ENSMUSG00000094694	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000030120	MLF2	myeloid leukemia factor 2	8079
ENSMUSG00000021377	DEK	DEK proto-oncogene	7913
ENSMUSG00000027376	PROM2	prominin 2	150696
ENSMUSG00000027661	SLC2A10	solute carrier family 2 member 10	81031
ENSMUSG00000045948	MRPS12	mitochondrial ribosomal protein S12	6183
ENSMUSG00000040525	CBLC	Cbl proto-oncogene C	23624
ENSMUSG00000008575	NFIB	nuclear factor I B	4781
ENSMUSG00000095197	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000043219	HOXA6	homeobox A6	3203
ENSMUSG00000048830	KRTAP13-3	keratin associated protein 13-3	337960
ENSMUSG00000093894	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000020230	PRMT2	protein arginine methyltransferase 2	3275
ENSMUSG00000059183	MTFMT	mitochondrial methionyl-tRNA formyltransferase	123263
ENSMUSG00000038236	HOXA7	homeobox A7	3204
ENSMUSG00000022650	RETNLB	resistin like beta	84666
ENSMUSG00000068417	PNP	purine nucleoside phosphorylase	4860
ENSMUSG00000030674	QPRT	quinolinate phosphoribosyltransferase	23475
ENSMUSG00000024776	STAMBPL1	STAM binding protein like 1	57559
ENSMUSG00000042918	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	284358
ENSMUSG00000094241	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000025762	LARP1B	La ribonucleoprotein domain family member 1B	55132
ENSMUSG00000030077	CHL1	cell adhesion molecule L1 like	10752
ENSMUSG00000095117	AC245369.1		na
ENSMUSG00000041670	RIMS1	regulating synaptic membrane exocytosis 1	22999
ENSMUSG00000047281	SFN	stratifin	2810
ENSMUSG00000033268	DUOX1	dual oxidase 1	53905
ENSMUSG00000076731	AC245369.1		na
ENSMUSG00000031129	SLC9A9	solute carrier family 9 member A9	285195
ENSMUSG00000008482	RNF151	ring finger protein 151	146310
ENSMUSG00000025318	JPH3	junctophilin 3	57338
ENSMUSG00000026134	PRIM2	primase (DNA) subunit 2	5558
ENSMUSG00000022897	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	1859
ENSMUSG00000041351	RAP1GAP	RAP1 GTPase activating protein	5909
ENSMUSG00000028706	NSUN4	NOP2/Sun RNA methyltransferase family member 4	387338
ENSMUSG00000044647	CSRNP3	cysteine and serine rich nuclear protein 3	80034
ENSMUSG00000026963	TMEM210	transmembrane protein 210	100505993
ENSMUSG00000030785	COX6A2	cytochrome c oxidase subunit 6A2	1339
ENSMUSG00000023031	CELA1	chymotrypsin like elastase family member 1	1990
ENSMUSG00000069248	SERPINB6	serpin family B member 6	5269
ENSMUSG00000041915	AMMECR1L	AMMECR1 like	83607
ENSMUSG00000032565	NUDT16	nudix hydrolase 16	131870
ENSMUSG00000033256	SHF	Src homology 2 domain containing F	90525
ENSMUSG00000021178	PSMC1	proteasome 26S subunit, ATPase 1	5700
ENSMUSG00000073805	FAM196A	family with sequence similarity 196 member A	642938
ENSMUSG00000033080	VSX1	visual system homeobox 1	30813
ENSMUSG00000028848	GPN2	GPN-loop GTPase 2	54707
ENSMUSG00000039345	METTL22	methyltransferase like 22	79091
ENSMUSG00000039197	ADK	adenosine kinase	132
ENSMUSG00000094051	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000032595	CDHR4	cadherin related family member 4	389118
ENSMUSG00000035150	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	1968
ENSMUSG00000029999	TGFA	transforming growth factor alpha	7039
ENSMUSG00000001999	BLVRA	biliverdin reductase A	644
ENSMUSG00000049504	PROSER1	proline and serine rich 1	80209
ENSMUSG00000104452	AC245369.1		na
ENSMUSG00000021440	CTSL	cathepsin L	1514
ENSMUSG00000020176	GRB10	growth factor receptor bound protein 10	2887
ENSMUSG00000029265	DR1	down-regulator of transcription 1	1810
ENSMUSG00000022704	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	79691
ENSMUSG00000037347	CHST7	carbohydrate sulfotransferase 7	56548
ENSMUSG00000042082	ARSB	arylsulfatase B	411
ENSMUSG00000095170	AC245369.1		na
ENSMUSG00000021209	PPP4R4	protein phosphatase 4 regulatory subunit 4	57718
ENSMUSG00000025002	AL583836.1		na
ENSMUSG00000009580	ODAM	odontogenic, ameloblast asssociated	54959
ENSMUSG00000020680	TAF15	TATA-box binding protein associated factor 15	8148
ENSMUSG00000057446	CTSL	cathepsin L	1514
ENSMUSG00000048279	SACS	sacsin molecular chaperone	26278
ENSMUSG00000002007	SRPK3	SRSF protein kinase 3	26576
ENSMUSG00000023845	LNPEP	leucyl and cystinyl aminopeptidase	4012
ENSMUSG00000075707	DIO3	iodothyronine deiodinase 3	1735
ENSMUSG00000070360	AMY2B	amylase, alpha 2B (pancreatic)	280
ENSMUSG00000031924	CYB5B	cytochrome b5 type B	80777
ENSMUSG00000053560	IER2	immediate early response 2	9592
ENSMUSG00000004032	GSTM3	glutathione S-transferase mu 3	2947
ENSMUSG00000040829	ZMYND15	zinc finger MYND-type containing 15	84225
ENSMUSG00000029641	RASL11A	RAS like family 11 member A	387496
ENSMUSG00000030775	TRAT1	T-cell receptor associated transmembrane adaptor 1	50852
ENSMUSG00000046897	ZNF740	zinc finger protein 740	283337
ENSMUSG00000028577	PLAA	phospholipase A2 activating protein	9373
ENSMUSG00000041040	FAM117B	family with sequence similarity 117 member B	150864
ENSMUSG00000026135	ZNF142	zinc finger protein 142	7701
ENSMUSG00000055679	CTSL	cathepsin L	1514
ENSMUSG00000030844	RGS10	regulator of G protein signaling 10	6001
ENSMUSG00000019066	RAB3D	RAB3D, member RAS oncogene family	9545
ENSMUSG00000030523	TRPM1	transient receptor potential cation channel subfamily M member 1	4308
ENSMUSG00000040263	KLHDC4	kelch domain containing 4	54758
ENSMUSG00000035246	PCYT1B	phosphate cytidylyltransferase 1, choline, beta	9468
ENSMUSG00000031957	CTRB2	chymotrypsinogen B2	440387
ENSMUSG00000021441	CTSL	cathepsin L	1514
ENSMUSG00000049799	LRRC19	leucine rich repeat containing 19	64922
ENSMUSG00000079509	ZFX	zinc finger protein, X-linked	7543
ENSMUSG00000022682	RRN3	RRN3 homolog, RNA polymerase I transcription factor	54700
ENSMUSG00000027881	PRPF38B	pre-mRNA processing factor 38B	55119
ENSMUSG00000060807	SERPINA6	serpin family A member 6	866
ENSMUSG00000042350	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	9870
ENSMUSG00000045314	SOWAHB	sosondowah ankyrin repeat domain family member B	345079
ENSMUSG00000063446	PLPPR1	phospholipid phosphatase related 1	54886
ENSMUSG00000095130	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000036304	ZDHHC23	zinc finger DHHC-type containing 23	254887
ENSMUSG00000091387	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2	51301
ENSMUSG00000028348	CAVIN4	caveolae associated protein 4	347273
ENSMUSG00000070699	SARS2	seryl-tRNA synthetase 2, mitochondrial	54938
ENSMUSG00000090515	KRTAP27-1	keratin associated protein 27-1	643812
ENSMUSG00000024391	APOM	apolipoprotein M	55937
ENSMUSG00000031955	BCAR1	BCAR1, Cas family scaffolding protein	9564
ENSMUSG00000050428	FBXO46	F-box protein 46	23403
ENSMUSG00000008384	SERTAD1	SERTA domain containing 1	29950
ENSMUSG00000053436	MAPK14	mitogen-activated protein kinase 14	1432
ENSMUSG00000024258	POLR2D	RNA polymerase II subunit D	5433
ENSMUSG00000028779	PEF1	penta-EF-hand domain containing 1	553115
ENSMUSG00000035152	AP2B1	adaptor related protein complex 2 beta 1 subunit	163
ENSMUSG00000054640	SLC8A1	solute carrier family 8 member A1	6546
ENSMUSG00000037341	SLC9A7	solute carrier family 9 member A7	84679
ENSMUSG00000074071	FAM169B	family with sequence similarity 169 member B	283777
ENSMUSG00000068267	CENPB	centromere protein B	1059
ENSMUSG00000047889	SERPINB6	serpin family B member 6	5269
ENSMUSG00000030530	FURIN	furin, paired basic amino acid cleaving enzyme	5045
ENSMUSG00000027938	CREB3L4	cAMP responsive element binding protein 3 like 4	148327
ENSMUSG00000027456	SDCBP2	syndecan binding protein 2	27111
ENSMUSG00000022651	RETNLB	resistin like beta	84666
ENSMUSG00000024300	MYO1F	myosin IF	4542
ENSMUSG00000063882	UQCRH	ubiquinol-cytochrome c reductase hinge protein	7388
ENSMUSG00000027225	DUOXA2	dual oxidase maturation factor 2	405753
ENSMUSG00000056531	CCDC18	coiled-coil domain containing 18	343099
ENSMUSG00000021189	ATXN3L	ataxin 3 like	92552
ENSMUSG00000021028	MBIP	MAP3K12 binding inhibitory protein 1	51562
ENSMUSG00000043207	ZMPSTE24	zinc metallopeptidase STE24	10269
ENSMUSG00000000942	HOXA4	homeobox A4	3201
ENSMUSG00000020682	MMP28	matrix metallopeptidase 28	79148
ENSMUSG00000024560	CXXC1	CXXC finger protein 1	30827
ENSMUSG00000009681	BCR	BCR, RhoGEF and GTPase activating protein	613
ENSMUSG00000074870	CTSL	cathepsin L	1514
ENSMUSG00000076666	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000044206	VSIG4	V-set and immunoglobulin domain containing 4	11326
ENSMUSG00000076652	IGHV3-49	immunoglobulin heavy variable 3-49	na
ENSMUSG00000052593	ADAM17	ADAM metallopeptidase domain 17	6868
ENSMUSG00000074264	AMY2B	amylase, alpha 2B (pancreatic)	280
ENSMUSG00000095589	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000019437	TLCD1	TLC domain containing 1	116238
ENSMUSG00000035168	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	85461
ENSMUSG00000055835	ZFP1	ZFP1 zinc finger protein	162239
ENSMUSG00000061947	SERPINA10	serpin family A member 10	51156
ENSMUSG00000037989	WNK2	WNK lysine deficient protein kinase 2	65268
ENSMUSG00000079560	HOXA3	homeobox A3	3200
ENSMUSG00000020684	RASL10B	RAS like family 10 member B	91608
ENSMUSG00000024392	BAG6	BCL2 associated athanogene 6	7917
ENSMUSG00000068452	DUOX2	dual oxidase 2	50506
ENSMUSG00000064109	HCST	hematopoietic cell signal transducer	10870
ENSMUSG00000095519	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000030846	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1	7073
ENSMUSG00000093639	C19orf84	chromosome 19 open reading frame 84	147646
ENSMUSG00000055720	UBL7	ubiquitin like 7	84993
ENSMUSG00000050345	CTSL	cathepsin L	1514
ENSMUSG00000039058	AK5	adenylate kinase 5	26289
ENSMUSG00000094124	AC245369.4	Immunoglobulin heavy variable 1-69-2 	na
ENSMUSG00000029299	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429
ENSMUSG00000094870	ZNF131	zinc finger protein 131	7690
ENSMUSG00000027012	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	1781
ENSMUSG00000050239	KRTAP24-1	keratin associated protein 24-1	643803
ENSMUSG00000038253	HOXA5	homeobox A5	3202
ENSMUSG00000042243	CTSL	cathepsin L	1514
